ANO_ESCOLAR,CODIGO_ESCUELA,region,municipio,escuela,escuela_receptora,nivel,consolidada,matricula,matricula_2016-17,cambio_matricula,promedio_espanol,promedio_matematica,promedio_ingles,promedio_ciencias
2017-18,52852,CAGUAS,SALINAS,Victoria Santiago,0,elemental,1,100,109,-8.26%,90,98,98,100
2017-18,24612,CAGUAS,GURABO,Villa Marina,0,elemental,0,285,280,1.79%,68,73.6,53.6,77.3
2017-18,28548,CAGUAS,CIDRA,Violeta Reyes Perez,0,interlocking,0,600,549,9.29%,52,45.6,47.4,47.9
2017-18,27383,CAGUAS,CAYEY,Virginia Vazquez Mendoza,0,elemental,0,189,212,-10.85%,93.5,97.4,65.8,100
2017-18,26500,CAGUAS,GUAYAMA,Washington I,0,elemental,0,286,281,1.78%,60.4,65.7,42.5,61
2017-18,52928,CAGUAS,SALINAS,Woodrow Wilson,0,elemental,1,76,105,-27.62%,31,35,46,50
2017-18,35295,HUMACAO,VIEQUES,20 de Septiembre de 1988,0,intermedia,0,231,218,5.96%,21,3.6,16.4,16.4
2017-18,32375,HUMACAO,VIEQUES,Adrianne Serrano,0,interlocking,0,108,111,-2.70%,14.8,16.1,21,8.7
2017-18,31542,HUMACAO,MAUNABO,Alfonso Casta Martinez,0,superior,0,335,369,-9.21%,27.2,0,17.3,29.6
2017-18,32979,HUMACAO,JUNCOS ,Alfonso Diaz Lebron,0,intermedia,0,219,207,5.80%,32.2,3.8,28,13.5
2017-18,35766,HUMACAO,FAJARDO,Ana Delia Flores Santana Voc,0,superior,0,938,757,23.91%,36.7,0,54.8,49.3
2017-18,30270,HUMACAO,HUMACAO,Ana Roque de Duprey,0,superior,0,592,581,1.89%,37.4,0.8,35.1,50.4
2017-18,33647,HUMACAO,RIO GRANDE,Antera Rosado Fuentes,0,elemental,0,474,600,-21.00%,72.2,82,67,80.3
2017-18,28522,HUMACAO,SAN LORENZO,Antonio Fernos Isern,0,superior,0,588,620,-5.16%,64.1,8.5,70.4,68.3
2017-18,31054,HUMACAO,CANOVANAS,Antonio R Barcelo,0,interlocking,0,527,465,13.33%,28.3,13.4,18.8,17.4
2017-18,35774,HUMACAO,HUMACAO,Antonio Rosa Guzman (Nueva),0,elemental,0,283,331,-14.50%,54.4,64,50,60
2017-18,30148,HUMACAO,FAJARDO,Antonio Valero Bernabe,0,intermedia,0,368,370,-0.54%,17.9,1.2,15.7,16
2017-18,35626,HUMACAO,HUMACAO,Avelino Peña Reyes,0,especializada,0,77,72,6.94%,37.5,43.8,33.3,55.6
2017-18,31120,HUMACAO,LOIZA,Belen Blanco de Zequeira,0,intermedia,0,178,183,-2.73%,22.4,6.8,11.6,18.8
2017-18,33274,HUMACAO,FAJARDO,Berta Zalduondo,0,elemental,0,434,452,-3.98%,58.7,70.1,78.8,68.5
2017-18,30429,HUMACAO,HUMACAO,Braulio Ayala Perez,0,elemental,0,183,142,28.87%,83,88.3,58.9,68.2
2017-18,31415,HUMACAO,MAUNABO,Calzada,0,elemental,1,134,148,-9.46%,29,31,29,33
2017-18,33936,HUMACAO,LUQUILLO,Camilo Valles Matienzo,0,elemental,0,409,402,1.74%,82.1,86.4,88,77.6
2017-18,30304,HUMACAO,HUMACAO,Candido Berrios,0,interlocking,0,406,356,14.04%,46.3,38,38.5,61.3
2017-18,31195,HUMACAO,LOIZA,Carlos Escobar Lopez,0,superior,1,191,247,-22.67%,10,38,7,33
2017-18,33662,HUMACAO,HUMACAO,Carlos Rivera Ufret,0,intermedia,0,247,263,-6.08%,14.2,0.7,14.1,20.9
2017-18,30791,HUMACAO,JUNCOS ,Carmen Arzuaga de Rivera,0,elemental,0,310,240,29.17%,54.5,57.1,55.6,33.3
2017-18,30841,HUMACAO,LAS PIEDRAS,Carmen Benitez,0,elemental,0,288,277,3.97%,48.1,41,21.8,54.2
2017-18,35964,HUMACAO,RIO GRANDE,Carmen Feliciano Carrera,0,intermedia,0,347,389,-10.80%,35.3,5.8,36.3,28.6
2017-18,30502,HUMACAO,HUMACAO,Carmen Pilar Santos,0,elemental,0,222,221,0.45%,23.7,23.7,11.8,34.3
2017-18,32250,HUMACAO,RIO GRANDE,Casiano Cepeda (Intermedia),0,intermedia,0,295,290,1.72%,29.6,1.5,18.8,37.2
2017-18,34256,HUMACAO,RIO GRANDE,Casiano Cepeda (Superio),0,superior,1,408,431,-5.34%,22,,18,17
2017-18,25049,HUMACAO,PATILLAS,Cecilio Lebron Ramos,0,elemental,0,309,245,26.12%,50.7,56,35.1,76.6
2017-18,34793,HUMACAO,LOIZA,Celso Gonzalez Vaillant,0,elemental,0,323,349,-7.45%,51.6,59.5,61.1,46.7
2017-18,32714,HUMACAO,YABUCOA,Cristobal del Campo,0,elemental,0,264,298,-11.41%,32.5,29.8,17.9,43.6
2017-18,30167,HUMACAO,CEIBA,Croec-Centro Residencial de Oportunidades,0,superior,0,244,242,0.83%,98.3,58.6,93.1,98.3
2017-18,31591,HUMACAO,HUMACAO,Desiderio Mendez Rodriguez (Maizales),0,elemental,1,108,117,-7.69%,55,66,48,44
2017-18,31260,HUMACAO,CANOVANAS,Domingo Nieves Ortiz (Palma Sola),0,elemental,1,168,188,-10.64%,74,88,72,100
2017-18,35907,HUMACAO,CEIBA,Don Luis Muñoz Marin,0,elemental,0,357,361,-1.11%,30.6,31.8,30.8,32
2017-18,31286,HUMACAO,CANOVANAS,Dr Pedro Albizu Campos,0,elemental,0,251,320,-21.56%,37.2,33.6,23,46.9
2017-18,30247,HUMACAO,FAJARDO,Dr Santiago Veve Calzada,0,superior,0,405,582,-30.41%,6.1,0,13.8,20.8
2017-18,27607,HUMACAO,SAN LORENZO,Dra Maria T Delgado de Marcano,0,interlocking,0,561,586,-4.27%,43.2,23.1,35.3,41
2017-18,37507,HUMACAO,CULEBRA,Ecologica de Culebra,0,interlocking,0,173,169,2.37%,26.9,25.4,31.3,16
2017-18,34314,HUMACAO,RIO GRANDE,Edmundo del Valle Cruz,0,elemental,0,374,375,-0.27%,61.5,65.8,83.1,88.9
2017-18,34926,HUMACAO,CANOVANAS,Eduardo Garcia Carrillo,0,superior,0,239,255,-6.27%,29.5,2.3,20.5,43.3
2017-18,22319,HUMACAO,SAN LORENZO,El Parque,0,elemental,1,175,177,-1.13%,74,80,63,
2017-18,35923,HUMACAO,CANOVANAS,Elemental Barrio las 400,0,interlocking,0,233,234,-0.43%,40.8,25.5,41.8,40
2017-18,31278,HUMACAO,LOIZA,Emiliano Figueroa Torres,0,elemental,1,78,86,-9.30%,30,26,26,
2017-18,36012,HUMACAO,HUMACAO,Escuela de Bellas Artes,0,superior,0,494,481,2.70%,83,21.6,92.2,84.7
2017-18,31617,HUMACAO,NAGUABO,Eugenio Brac,0,elemental,0,298,334,-10.78%,55.8,56.9,45.3,58.3
2017-18,22301,HUMACAO,SAN LORENZO,Eugenio Maria de Hostos,0,elemental,1,169,178,-5.06%,62,68,38,65
2017-18,35535,HUMACAO,RIO GRANDE,Feliz Sanchez Cruz,0,elemental,0,340,337,0.89%,48.5,48.5,41,48.3
2017-18,36350,HUMACAO,NAGUABO,Fermin Delgado Diaz,0,interlocking,0,297,295,0.68%,45.4,19.1,22.7,45.5
2017-18,33225,HUMACAO,NAGUABO,Fidelina Melendez Monsanto,0,intermedia,0,339,342,-0.88%,64.3,24,59.7,54
2017-18,35592,HUMACAO,LAS PIEDRAS,Florencia Garcia,0,superior,0,547,501,9.18%,26.6,1.9,30.6,35.5
2017-18,30825,HUMACAO,LAS PIEDRAS,Francisco Torres,0,elemental,1,249,222,12.16%,46,43,26,58
2017-18,30684,HUMACAO,JUNCOS ,Fulgencio Piñero Rodriguez,0,elemental,1,336,335,0.30%,22,31,15,36
2017-18,30197,HUMACAO,FAJARDO,Gabino Soto,0,elemental,0,215,237,-9.28%,44.1,54.7,34.7,76.2
2017-18,23309,HUMACAO,SAN LORENZO,Generoso Morales Muñoz,0,intermedia,0,388,351,10.54%,30.1,2,24.2,28.1
2017-18,35048,HUMACAO,CANOVANAS,Georgina Baquero,0,interlocking,0,305,342,-10.82%,27.9,1.3,22.4,15.5
2017-18,33043,HUMACAO,VIEQUES,German Rieckehoff,0,superior,0,263,284,-7.39%,26.7,0,24.6,13.1
2017-18,25197,HUMACAO,PATILLAS,Guillermo Riefkhol,0,elemental,0,126,131,-3.82%,62.5,65,37.5,90.9
2017-18,34272,HUMACAO,LOIZA,Guillermina Rosado de Ayala,0,interlocking,0,509,409,24.45%,43.9,34.6,36,26
2017-18,30189,HUMACAO,FAJARDO,Ines Encarnacion,0,elemental,0,156,162,-3.70%,60.5,71.1,47.4,63.6
2017-18,34462,HUMACAO,CEIBA,Intermedia Nueva,0,intermedia,0,319,327,-2.45%,24.1,2.2,27.3,21.7
2017-18,34363,HUMACAO,JUNCOS ,Isabel Flores,0,superior,0,512,550,-6.91%,32.4,0,27.8,27.1
2017-18,32763,HUMACAO,MAUNABO,Jaime C Rodriguez,0,elemental,0,203,190,6.84%,53.6,59.4,17.6,40
2017-18,31252,HUMACAO,LOIZA,Jobos,0,elemental,0,105,90,16.67%,45.2,40,33.3,84.6
2017-18,35972,HUMACAO,SAN LORENZO,Jorge Rosario del Valle,0,interlocking,0,337,366,-7.92%,31.1,16,21.6,17.2
2017-18,35273,HUMACAO,YABUCOA,Jose F. Cintron y Anexo,0,elemental,0,123,114,7.89%,31.5,51.9,25.9,47.6
2017-18,34777,HUMACAO,JUNCOS ,Jose A Lopez Castro,0,intermedia,0,242,162,49.38%,27.6,2.7,17.8,29.7
2017-18,31070,HUMACAO,CANOVANAS,Jose A Calzada Ferrer,0,interlocking,0,298,225,32.44%,21.1,13.1,14.6,34.3
2017-18,22582,HUMACAO,SAN LORENZO,Jose Campeche,0,superior,0,631,704,-10.37%,29.3,0.7,25.2,25.9
2017-18,34785,HUMACAO,JUNCOS ,Jose Collazo Colon,0,superior,0,615,633,-2.84%,56.3,8.6,46.9,64.8
2017-18,30874,HUMACAO,LAS PIEDRAS,Jose de Diego,0,elemental,0,227,180,26.11%,51.7,62.1,43.7,63.9
2017-18,31765,HUMACAO,NAGUABO,Jose R Agosto,0,elemental,1,197,200,-1.50%,100,100,100,100
2017-18,34207,HUMACAO,CANOVANAS,Jose Santos Quiñones,0,intermedia,0,255,289,-11.76%,21.8,0.5,5.3,15.9
2017-18,34348,HUMACAO,FAJARDO,Josefina Ferrero,0,intermedia,0,379,401,-5.49%,38,10,34.3,38.3
2017-18,25031,HUMACAO,PATILLAS,Josefina Muñoz de Bernier,0,intermedia,0,270,320,-15.63%,44.6,22.5,40.9,54.3
2017-18,30734,HUMACAO,JUNCOS ,Juan A Sachez,0,elemental,0,263,259,1.54%,78,83.5,86.6,88.2
2017-18,32771,HUMACAO,YABUCOA,Juan B Huyke,0,elemental,1,161,193,-16.58%,34,35,31,43
2017-18,35881,HUMACAO,NAGUABO,Juan Jose Maunez,0,superior,0,484,496,-2.42%,33,1.9,43.4,36.8
2017-18,33704,HUMACAO,HUMACAO,Juan Ponce de Leon,0,intermedia,0,361,375,-3.73%,58,6,64.3,50
2017-18,33563,HUMACAO,CANOVANAS,Juana Rodriguez Mundo,0,elemental,0,287,271,5.90%,54.7,74.4,45.9,78.6
2017-18,31146,HUMACAO,CANOVANAS,Julia de Burgos,0,elemental,1,148,186,-20.43%,67,58,31,41
2017-18,30916,HUMACAO,LAS PIEDRAS,La Fermina,0,elemental,0,294,333,-11.71%,99.3,99.3,97.6,100
2017-18,25080,HUMACAO,PATILLAS,Lamboglia,0,intermedia,1,97,77,25.97%,,,,
2017-18,35493,HUMACAO,LAS PIEDRAS,Leonicio Melendez,0,intermedia,0,340,401,-15.21%,29.2,5.4,21,17.9
2017-18,32227,HUMACAO,RIO GRANDE,Liberata Iraldo (Nueva),0,intermedia,0,522,517,0.97%,31.5,14.4,30.3,26.4
2017-18,35360,HUMACAO,HUMACAO,Lidia Fiol Scarano,0,elemental,0,309,244,26.64%,78.3,86.1,73.5,95.6
2017-18,33340,HUMACAO,CANOVANAS,Luis Hernaiz Veronne,0,superior,0,495,512,-3.32%,26.6,6.4,19.2,40.8
2017-18,33886,HUMACAO,CANOVANAS,Luis Muñoz Marin,0,elemental,1,229,267,-14.23%,,,,
2017-18,34264,HUMACAO,YABUCOA,Luis Muñoz Marin,0,interlocking,0,189,175,8.00%,25.3,5.1,18.2,28.8
2017-18,22327,HUMACAO,SAN LORENZO,Luis Muñoz Rivera,0,elemental,0,482,458,5.24%,37.1,50.2,21.4,33.9
2017-18,30924,HUMACAO,LAS PIEDRAS,Luis Muñoz Rivera,0,elemental,0,159,174,-8.62%,47.2,52.8,37.5,46.2
2017-18,31583,HUMACAO,NAGUABO,Lutgarda Rivera Reyes,0,interlocking,0,222,112,98.21%,43.1,41.1,40.7,69.4
2017-18,35071,HUMACAO,HUMACAO,Luz A Cruz de Santana,0,elemental,0,298,304,-1.97%,75.3,71.3,64,69
2017-18,31534,HUMACAO,MAUNABO,Manuel Ortiz Suya,0,elemental,0,124,134,-7.46%,38,56,46,53.3
2017-18,30478,HUMACAO,HUMACAO,Manuel Surillo,0,elemental,1,193,159,21.38%,26,36,9,30
2017-18,25882,HUMACAO,SAN LORENZO,Maria Cruz Buitrago,0,superior,1,189,216,-12.50%,26,2,21,19
2017-18,25023,HUMACAO,PATILLAS,Maria Davila Semidey,0,interlocking,0,210,211,-0.47%,72.7,78.5,90.1,97.1
2017-18,30221,HUMACAO,FAJARDO,Maria I Dones,0,elemental,0,67,115,-41.74%,50,63.3,36.7,66.7
2017-18,35840,HUMACAO,VIEQUES,Maria M Simmons de Rivera,0,elemental,0,259,231,12.12%,24,35,12,18.4
2017-18,25205,HUMACAO,PATILLAS,Maria Milagros Ortiz Garcia,0,elemental,1,140,130,7.69%,48,67,78,73
2017-18,25148,HUMACAO,PATILLAS,Marin Abajo,0,elemental,1,79,86,-8.14%,29,54,15,29
2017-18,32524,HUMACAO,YABUCOA,Marta Sanchez,0,elemental,0,125,153,-18.30%,51.1,44.4,51.1,60
2017-18,30932,HUMACAO,LAS PIEDRAS,Matias Rivera,0,elemental,1,271,278,-2.52%,65,73,82,74
2017-18,31245,HUMACAO,LOIZA,Mediania Alta Elemental,0,elemental,0,678,676,0.30%,31.9,25.9,23.2,43
2017-18,36335,HUMACAO,LOIZA,Nueva Superior de Loiza,0,superior,0,552,561,-1.60%,30.2,0.7,23,32.6
2017-18,30031,HUMACAO,CEIBA,Parcelas Aguas Claras,0,elemental,1,213,203,4.93%,25,32,29,82
2017-18,33118,HUMACAO,LOIZA,Parcelas Vieques,0,elemental,1,145,142,2.11%,42,40,37,35
2017-18,30643,HUMACAO,JUNCOS ,Pedro Bosch,0,interlocking,0,306,271,12.92%,38.8,25,22.6,46.2
2017-18,33233,HUMACAO,RIO GRANDE,Pedro Falu Orellano,0,superior,0,752,791,-4.93%,37.3,0.7,34.6,28.8
2017-18,31112,HUMACAO,CANOVANAS,Pedro Gutierrez,0,elemental,1,208,153,35.95%,73,73,51,69
2017-18,30254,HUMACAO,FAJARDO,Pedro Rosario Nieves,0,elemental,1,206,204,0.98%,56,54,53,74
2017-18,30338,HUMACAO,HUMACAO,Pepita Lopez,0,elemental,1,158,128,23.44%,85,85,76,100
2017-18,34884,HUMACAO,HUMACAO,Petra Mercado Bougart,0,superior,0,709,786,-9.80%,54.7,11.6,63,51.7
2017-18,32367,HUMACAO,VIEQUES,Playa Grande,0,elemental,0,278,201,38.31%,18.2,15.3,8.2,5.7
2017-18,35543,HUMACAO,RIO GRANDE,Pre-Vocacional Casiano Cepeda,0,especializada,0,52,53,-1.89%,20,0,0,10
2017-18,31609,HUMACAO,NAGUABO,Quebrada Grande,0,elemental,0,141,163,-13.50%,87.7,89.5,71.9,100
2017-18,22574,HUMACAO,SAN LORENZO,Quebrada Honda,0,interlocking,1,214,230,-6.96%,61,39,35,61
2017-18,32243,HUMACAO,RIO GRANDE,Rafael de Jesus,0,elemental,0,358,356,0.56%,44.8,39.8,50.3,45.6
2017-18,31302,HUMACAO,LUQUILLO,Rafael N Coca,0,intermedia,0,432,261,65.52%,30.2,0.8,27.4,14.3
2017-18,32268,HUMACAO,RIO GRANDE,Rafael Rexach Dueño,0,elemental,0,329,313,5.11%,82.8,96.7,72.2,83.3
2017-18,35816,HUMACAO,PATILLAS,Rafalina E Lebron Flores,0,superior,0,452,485,-6.80%,48.5,8.7,42.7,56.4
2017-18,30973,HUMACAO,LAS PIEDRAS,Ramon Power y Giralt,0,superior,0,749,733,2.18%,42.9,11.3,47.5,55.9
2017-18,35782,HUMACAO,YABUCOA,Ramon Quiñones Medina,0,superior,0,625,609,2.63%,33.1,4.2,33.8,35.7
2017-18,30239,HUMACAO,FAJARDO,Ramon Quiñones Pacheco,0,elemental,0,275,282,-2.48%,78,78.8,62.1,76.9
2017-18,36327,HUMACAO,JUNCOS ,Roberto Silva Morales,0,elemental,0,393,360,9.17%,49.7,56.6,23.5,69.4
2017-18,32128,HUMACAO,RIO GRANDE,Rosa Bernard,0,elemental,1,239,208,14.90%,28,32,17,23
2017-18,32532,HUMACAO,YABUCOA,Rosa Costa Valdivieso,0,intermedia,0,252,270,-6.67%,37.7,13.1,27.5,32.9
2017-18,34769,HUMACAO,FAJARDO,Rosa Pascuala Paris,0,elemental,0,217,254,-14.57%,66.7,72.1,75.7,54.8
2017-18,32466,HUMACAO,MAUNABO,Rosa Sanchez Vargas,0,elemental,1,121,135,-10.37%,41,45,27,43
2017-18,31369,HUMACAO,LUQUILLO,Rosendo Matienzo Cintron,0,elemental,1,123,118,4.24%,77,45,70,100
2017-18,33308,HUMACAO,HUMACAO,Rufino Vigo,0,elemental,0,286,255,12.16%,49,68.1,46.9,65.1
2017-18,30098,HUMACAO,CEIBA,Santiago Iglesias Pantin,0,superior,0,436,510,-14.51%,22.6,12,40.4,32.2
2017-18,34355,HUMACAO,LAS PIEDRAS,Santiago Torres,0,intermedia,0,343,236,45.34%,37.6,2.6,29.6,13.7
2017-18,34199,HUMACAO,HUMACAO,Su Agapito Lopez Flores,0,interlocking,0,361,349,3.44%,24.9,11,21.6,31.1
2017-18,32680,HUMACAO,YABUCOA,Su Andres Sandin,0,interlocking,0,357,341,4.69%,41.5,18.7,28.5,39.2
2017-18,32433,HUMACAO,YABUCOA,Su Asuncion Lugo,0,interlocking,0,220,217,1.38%,45.8,25.4,24.8,54.4
2017-18,22566,HUMACAO,SAN LORENZO,Su Carlos Zayas,0,interlocking,0,269,258,4.26%,39.3,22.7,33.1,22.7
2017-18,30742,HUMACAO,JUNCOS ,Su Clara M Aramburu,0,interlocking,0,484,466,3.86%,33.5,13.8,33.3,37.5
2017-18,30569,HUMACAO,HUMACAO,Su Cruz Ortiz Stella,0,interlocking,1,268,269,-0.37%,,,,
2017-18,31427,HUMACAO,MAUNABO,Su Higinio Figueroa Villegas,0,interlocking,0,365,390,-6.41%,45.8,18.5,27.3,48.1
2017-18,22459,HUMACAO,SAN LORENZO,Su Jagual Adentro,0,interlocking,0,260,272,-4.41%,47.4,25.3,22,54
2017-18,32748,HUMACAO,YABUCOA,Su Jesus T Sanabria Cruz,0,interlocking,0,363,310,17.10%,63.9,47.8,55.2,65.3
2017-18,25239,HUMACAO,PATILLAS,Su Joaquin Padilla,0,interlocking,0,224,203,10.34%,47.6,53.1,72.9,80
2017-18,30577,HUMACAO,HUMACAO,Su Jose Toro Rios,0,interlocking,1,220,204,7.84%,41,26,42,59
2017-18,30551,HUMACAO,HUMACAO,Su Luciano Rios,0,interlocking,1,275,214,28.50%,14,6,14,16
2017-18,32540,HUMACAO,YABUCOA,Su Manuel Ortiz,0,interlocking,0,128,162,-20.99%,67.7,46.8,66.1,100
2017-18,32706,HUMACAO,YABUCOA,Su Marcos Sanchez,0,interlocking,1,94,105,-10.48%,12,12,3,14
2017-18,36046,HUMACAO,LOIZA,Su Nueva Bo Mediania,0,interlocking,0,356,442,-19.46%,21.1,11.7,11,12.1
2017-18,30759,HUMACAO,JUNCOS ,Su Pedro Rivera Molina,0,interlocking,0,682,546,24.91%,36.1,31.7,37.4,47.6
2017-18,32458,HUMACAO,YABUCOA,Su Rogelio Rosado,0,interlocking,0,260,270,-3.70%,31.2,12.7,28,33.3
2017-18,31393,HUMACAO,LUQUILLO,Su Sabana (Su Alejandrina Rios),0,elemental,0,241,306,-21.24%,66,65.1,45.3,48.4
2017-18,35014,HUMACAO,NAGUABO,Su Silverio Garcia,0,interlocking,0,301,291,3.44%,16.4,13.5,15,20.7
2017-18,35501,HUMACAO,HUMACAO,Sup Voc Manuel Mediavilla,0,superior,0,587,707,-16.97%,23,0.8,28,23.4
2017-18,35618,HUMACAO,LUQUILLO,Superior Isidro A Sanchez,0,superior,0,778,894,-12.98%,31.8,3.3,38.1,35.1
2017-18,32755,HUMACAO,YABUCOA,Teodoro Aguilar Mora,0,superior,0,470,552,-14.86%,25.3,0,31.6,30.8
2017-18,25189,HUMACAO,PATILLAS,Tomas Vera Ayala,0,elemental,1,58,60,-3.33%,37,38,10,25
2017-18,36384,HUMACAO,CANOVANAS,Voc William Rivera Betancourt,0,superior,0,458,307,49.19%,44.2,1,45.2,51
2017-18,35899,HUMACAO,MAUNABO,Wilfredo Lafuente Ortiz,0,interlocking,0,283,201,40.80%,19.7,6.1,8.4,31.4
2017-18,42473,MAYAGUEZ,MOCA,Adolfo Babilonia,0,elemental,0,325,322,0.93%,71.5,70.6,79.2,91.1
2017-18,43455,MAYAGUEZ,SAN SEBASTIAN,Aibonito Beltran,0,elemental,1,104,136,-23.53%,49,77,60,69
2017-18,41475,MAYAGUEZ,LAJAS,Alejandro Tapia y Rivera,0,elemental,1,98,121,-19.01%,69,95,72,100
2017-18,43166,MAYAGUEZ,SAN GERMAN,Amino Tio de Malaret,0,elemental,1,138,175,-21.14%,96,99,78,100
2017-18,40493,MAYAGUEZ,AGUADILLA,Ana M Javariz,0,elemental,0,215,243,-11.52%,88.9,84.8,76.8,83.3
2017-18,42739,MAYAGUEZ,MOCA,Angel Gelo Morales Morales,0,elemental,1,117,199,-41.21%,57,60,46,50
2017-18,43471,MAYAGUEZ,SAN SEBASTIAN,Angel Guerrero Lugo,0,elemental,1,95,80,18.75%,80,71,78,100
2017-18,40139,MAYAGUEZ,AGUADA,Anselmo Villarubia,0,elemental,0,303,316,-4.11%,54.7,66.4,62,56.5
2017-18,43174,MAYAGUEZ,SAN GERMAN,Antonia Martinez,0,elemental,1,131,154,-14.94%,61,68,50,52
2017-18,40485,MAYAGUEZ,AGUADILLA,Antonio Badillo Hernandez,0,intermedia,1,319,283,12.72%,,,,
2017-18,46672,MAYAGUEZ,AGUADILLA,Antonio Badillo Hernandez,0,elemental,0,327,239,36.82%,27.4,24.1,37.2,30.5
2017-18,15438,MAYAGUEZ,ISABELA,Antonio Geigel Paredes,0,elemental,0,264,262,0.76%,52.6,53.3,50.4,54.9
2017-18,40527,MAYAGUEZ,AÑASCO,Antonio Gonzalez Suarez,0,elemental,0,290,311,-6.75%,54.6,52.5,70.3,69.4
2017-18,42523,MAYAGUEZ,MOCA,Antonio S Pedreira,0,intermedia,1,595,311,91.32%,34,7,48,28
2017-18,40147,MAYAGUEZ,AGUADA,Aquilino Caban,0,interlocking,0,501,361,38.78%,46.3,21.5,55.9,48.5
2017-18,40014,MAYAGUEZ,AGUADA,Arsernio Martinez,0,superior,1,543,283,91.87%,,50,,
2017-18,43505,MAYAGUEZ,SAN SEBASTIAN,Aurea Fuentes Mendez,0,elemental,0,116,161,-27.95%,35.9,39.1,23.4,53.6
2017-18,48025,MAYAGUEZ,SAN SEBASTIAN,Aurora Mendez Charneco,0,elemental,0,333,327,1.83%,33.9,39.7,22.4,32.4
2017-18,40279,MAYAGUEZ,AGUADILLA,Barriada Caban,0,elemental,1,142,170,-16.47%,66,69,42,61
2017-18,43273,MAYAGUEZ,SAN GERMAN,Bartolome de las Casas,0,elemental,0,187,178,5.06%,71.3,69.1,68.1,86.2
2017-18,46656,MAYAGUEZ,AGUADILLA,Benito Cerezo Vazquez,0,superior,0,435,401,8.48%,35.2,11.1,60,61.5
2017-18,45393,MAYAGUEZ,SABANA GRANDE,Blanca Malaret,0,intermedia,0,388,406,-4.43%,57.8,54.3,61,91.3
2017-18,41632,MAYAGUEZ,LAS MARIAS,Bryan,0,elemental,0,71,84,-15.48%,71.4,54.8,57.1,71.4
2017-18,47605,MAYAGUEZ,SAN GERMAN,Carmen Borras Battistini,0,elemental,1,96,95,1.05%,89,96,98,100
2017-18,47613,MAYAGUEZ,AÑASCO,Carmen Casasus Martin,0,elemental,0,324,321,0.93%,69.7,72.1,65.7,71.7
2017-18,42028,MAYAGUEZ,MAYAGUEZ,Castillo,0,elemental,1,101,110,-8.18%,84,76,87,100
2017-18,45310,MAYAGUEZ,AGUADA,Centro Vocacional Especial,0,especializada,0,126,123,2.44%,33.3,10,15,25
2017-18,42572,MAYAGUEZ,MOCA,Cerro Gordo Medina,0,elemental,0,169,162,4.32%,82.1,93.6,89.6,91.3
2017-18,42036,MAYAGUEZ,MAYAGUEZ,Charles T Irizarry,0,elemental,1,125,117,6.84%,,,,
2017-18,42911,MAYAGUEZ,RINCON,Conrado Rodriguez ,0,elemental,0,192,199,-3.52%,67.8,70.1,62.1,73.3
2017-18,44560,MAYAGUEZ,MOCA,Cuchillas,0,elemental,0,236,175,34.86%,100,85.7,100,100
2017-18,42069,MAYAGUEZ,MAYAGUEZ,Cuesta de Piedras,0,elemental,1,186,210,-11.43%,53,50,50,100
2017-18,42119,MAYAGUEZ,MAYAGUEZ,David G Farragut,0,elemental,1,187,205,-8.78%,91,96,93,83
2017-18,40253,MAYAGUEZ,AGUADILLA,Dr Agustin Stahl,0,elemental,1,124,165,-24.85%,44,44,25,7
2017-18,40022,MAYAGUEZ,AGUADA,Dr Carlos Gonzales,0,superior,0,832,804,3.48%,62.3,42.5,75.5,67.5
2017-18,46003,MAYAGUEZ,MOCA,Dr Efrain Sanchez Hidalgo,0,superior,0,351,472,-25.64%,20.7,3.4,27.6,34.5
2017-18,15792,MAYAGUEZ,ISABELA,Dr Heriberto Domenech,0,superior,0,748,650,15.08%,34.3,3.6,34.1,37
2017-18,43042,MAYAGUEZ,SABANA GRANDE,Dr Jose Celso Barbosa,0,elemental,1,145,165,-12.12%,85,100,77,85
2017-18,42077,MAYAGUEZ,MAYAGUEZ,Dr Pedro Perea Fajardo,0,superior,0,956,923,3.58%,27.5,1.3,22,44.1
2017-18,41699,MAYAGUEZ,LAS MARIAS,Dr Silverio Medina Gaud,0,elemental,0,95,116,-18.10%,39.6,45.8,16.7,57.1
2017-18,40345,MAYAGUEZ,AGUADILLA,Eladio J Vega,0,elemental,1,110,165,-33.33%,79,88,85,79
2017-18,46086,MAYAGUEZ,AGUADA,Eladio Tirado Lopez,0,superior,0,279,410,-31.95%,40.7,3.7,50.9,45.3
2017-18,50120,MAYAGUEZ,LAJAS,Elemental Urbana Nueva,0,elemental,0,445,496,-10.28%,50.2,68.7,40.1,41
2017-18,45955,MAYAGUEZ,MAYAGUEZ,Elpidio H Rivera,0,intermedia,0,358,376,-4.79%,32.6,9.9,28.4,21.9
2017-18,15404,MAYAGUEZ,ISABELA,Epifanio Estrada,0,elemental,0,199,204,-2.45%,70.2,83.3,79.8,75.9
2017-18,46805,MAYAGUEZ,SAN SEBASTIAN,Ernestina Mendez,0,intermedia,0,655,384,70.57%,37.6,14.6,36.1,41.2
2017-18,48017,MAYAGUEZ,HORMIGUEROS,Escuela Elemental Nueva,0,elemental,0,323,285,13.33%,62.9,81.1,74.2,80.7
2017-18,40519,MAYAGUEZ,AÑASCO,Escuela Especializada Alcides Figueroa,0,interlocking,0,332,239,38.91%,68.2,25.3,90.9,79.4
