ANO_ESCOLAR,CODIGO_ESCUELA,region,municipio,escuela,escuela_receptora,nivel,consolidada,matricula,matricula_2016-17,cambio_matricula,promedio_espanol,promedio_matematica,promedio_ingles,promedio_ciencias
2017-18,52274,PONCE,PONCE,Juan Serralles (Superior),0,superior,0,384,434,-0.12,42,0.9,42,53.6
2017-18,51680,PONCE,JUANA DIAZ,Juanita Rivera,0,elemental,1,192,183,0.05,30,30,25,32
2017-18,16220,PONCE,UTUADO,Judith A Vivas,0,elemental,0,353,372,-0.05,88.8,96.9,80.6,88.3
2017-18,52464,PONCE,PONCE,Julia Cordero Negron,0,elemental,1,9,NA,#DIV/0!,17,8,50,NA
2017-18,55475,PONCE,PONCE,Julio Alvarado,0,elemental,0,326,338,-0.04,36.5,47.6,24.7,70.8
2017-18,52704,PONCE,PONCE,Julio Collazo Silva,0,elemental,0,213,232,-0.08,37.5,45.8,28.3,48.3
2017-18,53660,PONCE,YAUCO,Lena M Francesch - Rubias Km 2.5,0,interlocking,0,76,82,-0.07,62.7,51,41.2,100
2017-18,54247,PONCE,PONCE,Librado Net,0,elemental,0,200,229,-0.13,67.8,74.7,46,78.3
2017-18,58511,PONCE,PONCE,Lila Maria Mercedes Mayoral,0,superior,0,275,338,-0.19,23,0,15,26.7
2017-18,56093,PONCE,PONCE,Llanos del Sur,0,elemental,0,332,354,-0.06,55,71.6,43.8,63.3
2017-18,58305,PONCE,YAUCO,Loaiza Cordero del Rosario,0,superior,0,559,496,0.13,37.5,20.3,31.3,39.1
2017-18,52365,PONCE,PONCE,Lucy Grillasca,0,elemental,0,231,231,0.00,63.5,65.3,51.6,56.3
2017-18,53579,PONCE,YAUCO,Luis A Ferre Aguayo,0,elemental,0,141,239,-0.41,61.7,71.7,60,94.7
2017-18,51698,PONCE,JUANA DIAZ,Luis Llorens Torres,0,superior,0,575,610,-0.06,42.1,1.3,49.7,39
2017-18,51763,PONCE,JUANA DIAZ,Luis Muñoz Marin,0,interlocking,0,195,197,-0.01,28.7,4.6,18.5,15
2017-18,13425,PONCE,UTUADO,Luis Muñoz Rivera,0,superior,0,764,820,-0.07,47.3,8.1,38.4,42.6
2017-18,50773,PONCE,GUANICA,Luis Muñoz Rivera,0,elemental,0,125,123,0.02,83.3,91.7,93.8,93.8
2017-18,53512,PONCE,YAUCO,Luis Muñoz Rivera,0,elemental,0,240,185,0.30,79,73.9,59.9,86.1
2017-18,58180,PONCE,VILLALBA,Lysander Borrero Terry,0,superior,0,772,886,-0.13,38.2,12.6,42.5,51
2017-18,50781,PONCE,GUANICA,Magueyes li,0,elemental,0,143,139,0.03,58.5,60.4,43.4,85.7
2017-18,51706,PONCE,JUANA DIAZ,Manuel F Fernandez Juncos,0,elemental,0,376,412,-0.09,49.5,62.1,45.2,0
2017-18,56101,PONCE,PONCE,Manuel Gonzalez Pato,0,intermedia,0,458,483,-0.05,42.9,8.9,33.2,40.8
2017-18,53009,PONCE,SANTA ISABEL,Manuel Martin Monserrate,0,intermedia,0,313,359,-0.13,42.5,1.6,37.1,36.5
2017-18,50799,PONCE,GUANICA,Maria L Mc Dougall,0,elemental,0,181,179,0.01,47.4,60.5,44.7,70.8
2017-18,14373,PONCE,UTUADO,Maria Libertad Gomez,0,elemental,0,172,112,0.54,23.1,24.7,12,44.8
2017-18,52944,PONCE,SANTA ISABEL,Martin G Brumbaugh,0,elemental,0,242,138,0.75,82.8,87.9,84.5,100
2017-18,51375,PONCE,JAYUYA,Miguel A Sastre Oliver,0,elemental,0,185,176,0.05,52.6,64.5,15.8,72.4
2017-18,57323,PONCE,PEÑUELAS,Miguel Gonzalez Bauza,0,elemental,0,240,280,-0.14,39.4,41.3,21.2,56.7
2017-18,56077,PONCE,VILLALBA,Norma I Torres Colon,0,interlocking,0,286,117,1.44,26.5,22.3,21.8,20.5
2017-18,50765,PONCE,GUANICA,Olga E Colon Torres,0,elemental,1,147,145,0.01,80,81,81,86
2017-18,51268,PONCE,GUAYANILLA,Padre Nazario,0,elemental,1,89,158,-0.44,88,100,93,100
2017-18,54657,PONCE,PONCE,Parcelas Real,0,elemental,1,123,155,-0.21,93,86,89,100
2017-18,13235,PONCE,UTUADO,Paso Palma I,0,elemental,1,78,75,0.04,93,100,93,100
2017-18,53447,PONCE,YAUCO,Patria Perez,0,elemental,1,102,158,-0.35,71,64,58,79
2017-18,58172,PONCE,JUANA DIAZ,Pedro Colon Santiago,0,interlocking,0,255,271,-0.06,44.3,39.5,49.5,75
2017-18,53058,PONCE,SANTA ISABEL,Pedro Melendez Santiago,0,interlocking,0,449,422,0.06,52.6,40.7,41.9,51.1
2017-18,52514,PONCE,PONCE,Ponce High School,0,superior,0,850,909,-0.06,40.6,0,39.1,45.8
2017-18,58099,PONCE,YAUCO,Profesora Luiza Monsegur Velez,0,elemental,0,159,197,-0.19,82.6,89.9,91.3,90.5
2017-18,50542,PONCE,COAMO,Purificacion Rodriguez,0,elemental,0,298,337,-0.12,82.1,86.6,89.6,72.7
2017-18,51292,PONCE,GUAYANILLA,Quebradas,0,elemental,0,203,232,-0.13,81.8,92.3,80,100
2017-18,54551,PONCE,ADJUNTAS,Rafael Aparicio Jimenez,0,intermedia,0,354,385,-0.08,29.6,1.6,19.5,35.4
2017-18,51870,PONCE,PEÑUELAS,Rafael Irizarry Rivera,0,intermedia,0,394,452,-0.13,34.4,4.8,37.2,27.7
2017-18,52548,PONCE,PONCE,Ramiro Colon Colon,0,elemental,1,163,213,-0.23,42,54,26,50
2017-18,50468,PONCE,COAMO,Ramon Jose Davila,0,superior,0,739,685,0.08,60.1,16,55.8,58.6
2017-18,58495,PONCE,VILLALBA,Ramon Lopez Berrios,0,elemental,0,93,113,-0.18,93.3,96.7,86.7,100
2017-18,52555,PONCE,PONCE,Ramon Marin,0,especializada,0,176,175,0.01,70.8,100,81.9,100
2017-18,51946,PONCE,PEÑUELAS,Ramon Perez Purcell,0,elemental,0,255,288,-0.11,77.4,75.2,51.1,65.3
2017-18,52571,PONCE,PONCE,Rodulfo del Valle,0,elemental,0,287,217,0.32,61,57.4,46.1,76.3
2017-18,50609,PONCE,COAMO,Roman Colon Correa,0,interlocking,0,310,313,-0.01,44.2,30.5,26.9,52.7
2017-18,50617,PONCE,COAMO,Rufino Huertas,0,elemental,1,205,188,0.09,58,52,51,89
2017-18,51656,PONCE,JUANA DIAZ,Rutherford B Hayes,0,elemental,0,329,355,-0.07,65.2,68.7,26.8,75.5
2017-18,58248,PONCE,COAMO,Sabino Rivera Berrios,0,interlocking,0,189,102,0.85,38.9,26.5,23.9,55
2017-18,51482,PONCE,JAYUYA,San Patricio,0,elemental,0,93,87,0.07,61.5,74.4,56.4,84.6
2017-18,57026,PONCE,PONCE,Santa Teresita,0,elemental,0,264,222,0.19,47.9,62.4,29.1,48.8
2017-18,53702,PONCE,YAUCO,Santiago Negroni,0,elemental,0,249,255,-0.02,65.1,67,39.4,78.1
2017-18,56085,PONCE,PONCE,Sor Isolina Ferre,0,intermedia,0,370,416,-0.11,41.4,1.5,37.8,47.4
2017-18,51458,PONCE,JAYUYA,Su Antonia Serrano Gonzalez,0,interlocking,0,201,190,0.06,41.5,43.2,28.8,47.5
2017-18,51441,PONCE,JAYUYA,Su Antonio Romero Muñiz,0,interlocking,0,292,267,0.09,33,15.5,23,37
2017-18,50443,PONCE,COAMO,Su Eugenio Nazario Soto,0,interlocking,0,191,183,0.04,42.1,26.3,26.3,44.1
2017-18,53140,PONCE,VILLALBA,Su Hatillo,0,interlocking,0,403,313,0.29,49,40.8,42.8,52.3
2017-18,53686,PONCE,YAUCO,Su Jaime Castañer,0,interlocking,0,168,191,-0.12,41.9,22.2,17.9,36.1
2017-18,51938,PONCE,PEÑUELAS,Su Jorge Lucas Valdivieso,0,interlocking,0,221,150,0.47,39.1,31.2,27.5,48.6
2017-18,53173,PONCE,VILLALBA,Su Jose Gonzalez Ginorio,0,interlocking,1,269,261,0.03,48,24,36,49
2017-18,13334,PONCE,UTUADO,Su Marta Lafontaine,0,interlocking,0,119,116,0.03,70.6,60,54.9,81.3
2017-18,51433,PONCE,JAYUYA,Su Nemesio R Canales,0,interlocking,0,292,248,0.18,32.4,18.8,20,34
2017-18,51797,PONCE,JUANA DIAZ,Su Zoilo Gracia,0,interlocking,0,185,204,-0.09,49.6,30.3,42.9,52.3
2017-18,56432,PONCE,PONCE,Superior Jardines de Ponce,0,superior,0,509,430,0.18,31.5,1.6,31.5,40.9
2017-18,55244,PONCE,YAUCO,Superior Ocupacional y Tecnica de Yauco,0,superior,0,875,898,-0.03,49.5,7.1,49.5,61
2017-18,17863,PONCE,UTUADO,Superior Vocacional,0,superior,0,603,640,-0.06,37.9,0.7,31.4,39.9
2017-18,54445,PONCE,COAMO,Susana Rivera-Nueva,0,elemental,0,488,354,0.38,59.5,56.6,46.6,71.3
2017-18,50286,PONCE,ADJUNTAS,Telesforo Velez Oliver,0,elemental,1,102,116,-0.12,44,31,13,40
2017-18,52720,PONCE,PONCE,Tomas Carrion Maduro,0,elemental,1,272,244,0.11,63,69,65,51
2017-18,53280,PONCE,VILLALBA,Walter Mc Jones,0,elemental,1,310,357,-0.13,91,90,86,100
2017-18,51862,PONCE,PEÑUELAS,Webster,0,elemental,0,239,252,-0.05,74.6,89.6,64.2,100
2017-18,62844,SAN JUAN,SAN JUAN,Abelardo Diaz Alfaro,0,elemental,1,97,135,-0.28,66,59,55,31
2017-18,61598,SAN JUAN,SAN JUAN,Abraham Lincoln,0,elemental,0,141,150,-0.06,36.7,56.7,26.7,50
2017-18,66019,SAN JUAN,CAROLINA,Agustin Cabrera,0,intermedia,0,417,251,0.66,24.7,0.3,20.7,22
2017-18,62984,SAN JUAN,SAN JUAN,Albert Einstein,0,superior,0,363,425,-0.15,22.6,0,21,32.3
2017-18,63172,SAN JUAN,SAN JUAN,Alejandro Tapia y Rivera,0,elemental,0,256,262,-0.02,11.6,17.2,10.2,14
2017-18,62661,SAN JUAN,SAN JUAN,Amalia Marin,0,interlocking,0,371,380,-0.02,23.7,6,17.4,18.5
2017-18,62679,SAN JUAN,SAN JUAN,Amalia Marin,0,elemental,0,133,134,-0.01,90.9,92.6,85.2,100
2017-18,62836,SAN JUAN,SAN JUAN,Ana Roque de Duprey,0,elemental,1,135,133,0.02,17,77,6,37
2017-18,69039,SAN JUAN,TRUJILLO ALTO,Andres Vlcarcel,0,intermedia,0,364,341,0.07,28.1,2.3,18.8,20.7
2017-18,61853,SAN JUAN,CAROLINA,Angel P Millan Rohena,0,superior,0,574,678,-0.15,30,25.4,39,38.5
2017-18,62406,SAN JUAN,SAN JUAN,Angel Ramos,0,interlocking,1,332,342,-0.03,45,27,23,55
2017-18,61580,SAN JUAN,SAN JUAN,Antonio B Caimary,0,elemental,0,256,239,0.07,31.3,44.4,14.6,43.6
2017-18,62422,SAN JUAN,SAN JUAN,Antonio Sarriera Egozcue,0,interlocking,0,265,241,0.10,30.9,30.4,21,75
2017-18,67785,SAN JUAN,SAN JUAN,Berwind Elemental,0,elemental,0,216,217,0.00,25.3,28,30.1,16.7
2017-18,67934,SAN JUAN,SAN JUAN,Berwind Intermedia,0,intermedia,0,346,338,0.02,25.1,1.9,16.7,26.2
2017-18,67942,SAN JUAN,SAN JUAN,Berwind Superior,0,superior,0,493,428,0.15,26.4,2.3,24.4,26.7
2017-18,75630,SAN JUAN,GUAYNABO,Betty Rosado de Vega,0,elemental,0,205,193,0.06,62.6,60.7,72,53.8
2017-18,62430,SAN JUAN,SAN JUAN,Bolivar Pagan,0,elemental,1,256,242,0.06,38,45,33,50
2017-18,66225,SAN JUAN,SAN JUAN,Carmen Gomez Tejera,0,elemental,0,219,219,0.00,27,32,8,14.7
2017-18,62935,SAN JUAN,SAN JUAN,Carmen Sanabria de Figueroa,0,elemental,1,188,171,0.10,57,64,36,47
2017-18,61572,SAN JUAN,SAN JUAN,Central Artes Visuales,0,interlocking,0,668,682,-0.02,86.1,21.4,84.8,73.8
2017-18,61366,SAN JUAN,SAN JUAN,Centro Eugenio Maria de Hostos,0,especializada,0,142,128,0.11,18.9,0,0,16.2
2017-18,60392,SAN JUAN,CAROLINA,Cruz Salguero Torres,0,intermedia,1,232,248,-0.06,24,2,25,24
2017-18,61333,SAN JUAN,SAN JUAN,Dr Antonio S Pedreira,0,elemental,0,291,288,0.01,87,96.7,72.4,100
2017-18,61655,SAN JUAN,SAN JUAN,Dr Facundo Bueso,0,superior,0,304,429,-0.29,19.5,0,31.7,22.5
2017-18,61622,SAN JUAN,SAN JUAN,Dr Francisco Hernandez y Gaetan,0,elemental,0,183,214,-0.14,59.6,67.4,32.6,61.3
2017-18,61663,SAN JUAN,SAN JUAN,Dr Jose Celso Barbosa,0,interlocking,0,296,257,0.15,26.5,0.6,20.3,27
2017-18,65003,SAN JUAN,CAROLINA,Dr Jose M Lazaro,0,superior,0,752,490,0.53,29.1,1.2,34.8,29.7
2017-18,63073,SAN JUAN,SAN JUAN,Dr Julio J Henna,0,elemental,0,294,299,-0.02,28.2,60.7,56.4,57.9
2017-18,66001,SAN JUAN,CAROLINA,Dr Modesto Rivera Rivera,0,elemental,0,189,285,-0.34,45.1,42.1,38,95.2
2017-18,65268,SAN JUAN,CAROLINA,Dr Ramon Mellado Parsons,0,elemental,1,249,141,0.77,41,42,31,59
2017-18,60301,SAN JUAN,CAROLINA,Eduardo J Saldaña,0,interlocking,0,153,127,0.20,43.6,23.1,38.5,50
2017-18,60095,SAN JUAN,TRUJILLO ALTO,El Conquistador,0,elemental,0,293,322,-0.09,79,81.4,64.6,88.9
2017-18,66076,SAN JUAN,SAN JUAN,El Señorial,0,elemental,0,237,250,-0.05,27,27,22,20.6
2017-18,61358,SAN JUAN,SAN JUAN,Eleaonor Roosevelt,0,elemental,0,253,279,-0.09,37.9,50.9,18.3,78.8
2017-18,77289,SAN JUAN,SAN JUAN,Elemental Nueva,0,interlocking,0,250,228,0.10,37.7,23.2,23.9,81.5
2017-18,61630,SAN JUAN,SAN JUAN,Emilio Castelar,0,elemental,1,159,157,0.01,83,70,47,82
2017-18,62513,SAN JUAN,SAN JUAN,Emilio del Toro Cuevas,0,elemental,0,131,149,-0.12,53.6,60.7,25,77.8
2017-18,63131,SAN JUAN,SAN JUAN,Ernesto Ramos Antonini,0,intermedia,0,184,177,0.04,16,5.8,7.2,11.5
2017-18,64402,SAN JUAN,SAN JUAN,Ernesto Ramos Antonini (Musica),0,interlocking,0,576,583,-0.01,71.4,7.1,74,62.4
2017-18,61556,SAN JUAN,SAN JUAN,Evaristo Rivera Chevremont,0,interlocking,0,350,365,-0.04,50.3,46.6,51.9,66.7
2017-18,69021,SAN JUAN,TRUJILLO ALTO,Fair View,0,elemental,0,248,322,-0.23,64.5,77.6,51.4,85.3
2017-18,63032,SAN JUAN,SAN JUAN,Federico Asenjo (Pre-Tecnica),0,intermedia,0,361,324,0.11,51.2,4.5,24.9,35.2
2017-18,62521,SAN JUAN,SAN JUAN,Felipe Gutierrez,0,elemental,0,267,356,-0.25,29.5,34.3,16.3,30.4
2017-18,65987,SAN JUAN,CAROLINA,Francisco Matias Lugo,0,elemental,0,611,677,-0.10,33.2,38.8,26.1,44
2017-18,66167,SAN JUAN,SAN JUAN,Fray Bartolome de las Casas,0,elemental,0,253,233,0.09,58.9,37.4,51.4,58.3
2017-18,61382,SAN JUAN,SAN JUAN,Gabriela Mistral,0,superior,0,605,574,0.05,29.5,0.8,44.6,32.2
2017-18,62562,SAN JUAN,SAN JUAN,Gaspar Vila Mayans,0,elemental,0,202,231,-0.13,17.5,22.5,1.3,21.9
2017-18,62786,SAN JUAN,SAN JUAN,Gerardo Selles Sola,0,elemental,1,269,281,-0.04,44,46,40,45
2017-18,69930,SAN JUAN,CAROLINA,Gilberto Concepcion de Gracia,0,superior,0,1048,889,0.18,30.5,0.5,38,39.1
2017-18,64527,SAN JUAN,SAN JUAN,Gustavo A Becquer,0,elemental,0,163,182,-0.10,25,40.9,6.9,42.3
2017-18,69138,SAN JUAN,TRUJILLO ALTO,Herminia Diaz Aponte,0,elemental,0,232,212,0.09,41.9,59.8,19.6,64.9
2017-18,62901,SAN JUAN,SAN JUAN,Ines Maria Mendoza,0,interlocking,0,867,738,0.17,24.9,6.6,19.4,19.7
2017-18,64279,SAN JUAN,SAN JUAN,Instituto Loaiza Cordero,0,interlocking,0,168,177,-0.05,25.3,22.5,15.2,45.2
2017-18,62992,SAN JUAN,SAN JUAN,Jaime Rosario (Buena Vista Elemental),0,elemental,1,118,120,-0.02,57,69,46,28
2017-18,60228,SAN JUAN,CAROLINA,Jesus Manuel Suarez,0,elemental,0,222,228,-0.03,80.2,92.5,91.2,80
2017-18,65078,SAN JUAN,CAROLINA,Jesus Maria Sanroma,0,elemental,0,348,335,0.04,17.5,18.2,8.8,13.8
2017-18,69112,SAN JUAN,CAROLINA,Jesus T Piñero,0,interlocking,0,309,322,-0.04,73,83.4,43.4,67.4
2017-18,69146,SAN JUAN,TRUJILLO ALTO,Jesus T Piñero,0,interlocking,1,294,148,0.99,13,2,12,4
2017-18,69054,SAN JUAN,SAN JUAN,Jose F Diaz,0,elemental,0,229,373,-0.39,24,43.8,17.9,40
2017-18,64691,SAN JUAN,SAN JUAN,Jose Gualberto Padilla,0,elemental,1,223,251,-0.11,53,51,12,73
2017-18,61671,SAN JUAN,SAN JUAN,Jose Julian Acosta (Teatro),0,interlocking,0,212,210,0.01,68,14,55.6,76.5
2017-18,65284,SAN JUAN,SAN JUAN,Jose M Rivera Solis,0,elemental,1,176,167,0.05,15,29,6,23
2017-18,60343,SAN JUAN,CAROLINA,Jose Severo Quiñones,0,interlocking,0,606,599,0.01,38,30.1,39.4,59.4
2017-18,75812,SAN JUAN,GUAYNABO,Josefina Barcelo,0,superior,0,404,376,0.07,19.7,0,29.4,32.8
2017-18,62893,SAN JUAN,SAN JUAN,Juan Antonio Corretjer,0,interlocking,0,399,350,0.14,55.8,22.3,34.2,41.5
2017-18,61408,SAN JUAN,SAN JUAN,Juan B Huyke,0,interlocking,0,395,279,0.42,27.8,24.3,20.5,13.9
2017-18,75804,SAN JUAN,GUAYNABO,Juan E Miranda,0,intermedia,0,461,455,0.01,36.1,6.4,32.6,36.8
2017-18,61390,SAN JUAN,SAN JUAN,Jose Juan Osuna,0,superior,0,228,213,0.07,75,2.1,64.6,70.2
2017-18,62547,SAN JUAN,SAN JUAN,Juan Ponce de Leon,0,superior,0,390,363,0.07,18.9,0,25.5,23.4
2017-18,75879,SAN JUAN,GUAYNABO,Juan Ponce de Leon,0,interlocking,0,369,367,0.01,49.7,39.1,46.8,50.9
2017-18,62554,SAN JUAN,SAN JUAN,Juan Ramon Jimenez,0,intermedia,0,241,229,0.05,19.6,0.9,15.2,22.6
2017-18,75697,SAN JUAN,GUAYNABO,Juan Roman Ocasio,0,elemental,1,159,160,-0.01,51,72,42,53
2017-18,68510,SAN JUAN,CAROLINA,Juana A Mendez,0,elemental,0,474,531,-0.11,61.6,69.9,57.5,80.8
2017-18,62539,SAN JUAN,SAN JUAN,Juanita Garcia Peraza,0,elemental,0,249,232,0.07,92.7,91.1,87.8,100
2017-18,60038,SAN JUAN,SAN JUAN,Julian E Blanco,0,interlocking,0,110,113,-0.03,87.5,69.4,90.3,80.8
2017-18,61416,SAN JUAN,SAN JUAN,Julio Selles Sola,0,elemental,0,581,665,-0.13,64.9,62.5,43.4,59.2
2017-18,61424,SAN JUAN,SAN JUAN,La Esperanza (Luis Pales Matos),0,especializada,0,234,233,0.00,61.8,75,67.6,88.5
2017-18,61432,SAN JUAN,SAN JUAN,Las Americas,0,interlocking,0,331,271,0.22,22.6,9.7,14.4,17.8
2017-18,62570,SAN JUAN,SAN JUAN,Las Mercedes,0,elemental,1,171,199,-0.14,48,52,20,71
2017-18,62588,SAN JUAN,SAN JUAN,Las Virtudes,0,elemental,1,140,180,-0.22,72,76,50,76
2017-18,64998,SAN JUAN,SAN JUAN,Lcdo Guillermo Atiles Moreau,0,interlocking,0,134,138,-0.03,39.7,35.6,32.8,18.2
2017-18,60905,SAN JUAN,CAROLINA,Lorenzo Vizcarrondo,0,superior,0,706,521,0.36,23.7,0,23.1,19.7
2017-18,63081,SAN JUAN,SAN JUAN,Luis Llorens Torres,0,elemental,0,332,337,-0.01,17,26,9.9,21.2
2017-18,61457,SAN JUAN,SAN JUAN,Luis Muñiz Souffront,0,elemental,0,169,149,0.13,50.9,51.4,31.5,65.7
2017-18,65425,SAN JUAN,CAROLINA,Luis Muñoz Marin,0,elemental,1,181,214,-0.15,35,38,25,19
2017-18,61689,SAN JUAN,SAN JUAN,Luis Muñoz Rivera,0,elemental,0,308,324,-0.05,73.8,77.3,40.7,75
2017-18,62810,SAN JUAN,SAN JUAN,Luis Muñoz Rivera,0,elemental,0,223,235,-0.05,56.4,52.5,16,51.5
2017-18,75820,SAN JUAN,GUAYNABO,Luis Muñoz Rivera II,0,elemental,0,96,150,-0.36,50,59.3,45.4,51.5
2017-18,63099,SAN JUAN,SAN JUAN,Luis Rodriguez Cabrero,0,elemental,0,267,304,-0.12,18.6,27.8,18.9,56
2017-18,66209,SAN JUAN,CAROLINA,Luz America Calderon,0,superior,0,583,487,0.20,25.4,0,31.5,22.3
2017-18,66233,SAN JUAN,SAN JUAN,Luz Eneida Colon,0,elemental,0,301,287,0.05,57.4,70.6,31.1,69
2017-18,61648,SAN JUAN,SAN JUAN,Madame Luchetti,0,superior,1,208,247,-0.16,10,NA,6,8
2017-18,62604,SAN JUAN,SAN JUAN,Manuel A Perez,0,interlocking,0,408,372,0.10,26.6,21.5,18.8,17
2017-18,63107,SAN JUAN,SAN JUAN,Manuel Boada,0,elemental,0,204,226,-0.10,78.3,72.8,58.7,81.8
2017-18,63016,SAN JUAN,SAN JUAN,Manuel Cuevas Bacener,0,intermedia,1,240,238,0.01,21,1,16,20
2017-18,63024,SAN JUAN,SAN JUAN,Manuel Elzaburu y Vizcarrondo,0,intermedia,0,230,239,-0.04,10,0,6.5,11.3
2017-18,66498,SAN JUAN,CAROLINA,Manuel Febres Gonzalez,0,intermedia,0,377,385,-0.02,19.8,0.6,14.2,11.6
2017-18,75838,SAN JUAN,GUAYNABO,Margarita Janer Palacios,0,superior,0,843,808,0.04,33.2,1.4,31.1,33
2017-18,64956,SAN JUAN,CAROLINA,Maria Teresa Serrano,0,elemental,0,322,345,-0.07,62.6,63.9,55.1,60
2017-18,75747,SAN JUAN,GUAYNABO,Mariano Abril Elemental,0,elemental,0,264,248,0.06,51.2,65.9,55.8,66.7
2017-18,65367,SAN JUAN,CAROLINA,Martin Gonzalez,0,intermedia,1,184,278,-0.34,23,1,22,10
2017-18,69047,SAN JUAN,TRUJILLO ALTO,Medardo Carazo,0,superior,0,604,530,0.14,24.4,0,22.6,28.8
2017-18,62398,SAN JUAN,SAN JUAN,Miguel Such,0,superior,0,1131,1148,-0.01,35.9,0,30.5,31.1
2017-18,62448,SAN JUAN,SAN JUAN,Moises Melendez,0,elemental,1,130,164,-0.21,57,58,22,44
2017-18,65946,SAN JUAN,SAN JUAN,Nemesio R Canales I,0,interlocking,0,390,230,0.70,8.3,3.2,6.1,10.6
2017-18,69153,SAN JUAN,TRUJILLO ALTO,Nuestra Señora de Covadonga,0,elemental,1,143,140,0.02,27,49,16,71
2017-18,79087,SAN JUAN,TRUJILLO ALTO,Nueva Elemental Ba Quebrada Negrito,0,elemental,0,367,320,0.15,54.1,66.9,42.7,41.2
2017-18,78253,SAN JUAN,GUAYNABO,Nuev Elemental Urbana de Guaynabo,0,elemental,0,426,416,0.02,50.6,46,38.7,63.5
2017-18,62463,SAN JUAN,SAN JUAN,Pachin Marin,0,intermedia,0,312,278,0.12,27.7,12.6,28.2,13.7
2017-18,61747,SAN JUAN,SAN JUAN,Padre Rufo,0,interlocking,0,319,355,-0.10,71.9,23,84.2,71
2017-18,60400,SAN JUAN,CAROLINA,Pascacio P Sancerrit,0,elemental,0,342,438,-0.22,25.8,39.3,17.2,28.6
2017-18,69088,SAN JUAN,TRUJILLO ALTO,Paul G Miller,0,elemental,1,262,269,-0.03,91,99,94,98
2017-18,66357,SAN JUAN,SAN JUAN,Pedro C Timothee Anexo,0,especializada,0,102,103,-0.01,90,95,95,95
2017-18,61481,SAN JUAN,SAN JUAN,Pedro Carlos Timothee,0,elemental,0,159,157,0.01,54.4,63.2,30.9,90
2017-18,60418,SAN JUAN,CAROLINA,Pedo Moczo Baniet,0,elemental,0,335,298,0.12,32.1,43.6,24.2,55.6
2017-18,66480,SAN JUAN,CAROLINA,Petra Roman Vigo,0,intermedia,0,433,266,0.63,24.9,3.4,21.3,25.3
2017-18,60913,SAN JUAN,TRUJILLO ALTO,Petra Zenon de Fabery,0,superior,0,497,495,0.00,31.9,0.8,49.6,46.6
2017-18,62182,SAN JUAN,CAROLINA,Prisco Fuentes,0,elemental,0,524,478,0.10,36,36.7,21.2,55.6
2017-18,61762,SAN JUAN,SAN JUAN,Rafael Cordero,0,superior,0,291,299,-0.03,58.5,0,39.6,45.3
2017-18,61804,SAN JUAN,TRUJILLO ALTO,Rafael Cordero,0,intermedia,1,249,233,0.07,30,3,21,59
2017-18,62612,SAN JUAN,SAN JUAN,Rafael Hernandez,0,elemental,0,252,282,-0.11,47.9,52.9,45.4,70.5
2017-18,61549,SAN JUAN,SAN JUAN,Rafael Hernandez Marin,0,elemental,0,264,281,-0.06,79.8,77.5,74.4,84.4
2017-18,61705,SAN JUAN,SAN JUAN,Rafael Maria de Labra,0,intermedia,0,235,257,-0.09,24.8,3,23,48.1
2017-18,75705,SAN JUAN,GUAYNABO,Rafael Martinez Nadal,0,intermedia,0,347,282,0.23,15.5,0.3,6.9,14.9
2017-18,62703,SAN JUAN,SAN JUAN,Rafael Quiñones Vidal,0,elemental,1,171,250,-0.32,37,45,29,28
2017-18,61499,SAN JUAN,SAN JUAN,Rafael Rivera Otero,0,elemental,0,224,233,-0.04,31.8,42.7,21.8,53.3
2017-18,75713,SAN JUAN,GUAYNABO,Ramon Marin Sola,0,elemental,0,360,402,-0.10,39.6,54.1,28.2,51.9
2017-18,63123,SAN JUAN,SAN JUAN,Ramon Power y Giralt,0,superior,0,271,277,-0.02,10.2,0,6.9,8.6
2017-18,62950,SAN JUAN,SAN JUAN,Ramon Vila Mayo,0,interlocking,0,495,407,0.22,22.8,4.7,16.5,18.7
2017-18,65995,SAN JUAN,CAROLINA,Rene Marques,0,intermedia,0,505,478,0.06,39.5,7.4,30.5,32.1
2017-18,61515,SAN JUAN,SAN JUAN,Republica de Brazil,0,elemental,0,257,291,-0.12,50,51.4,10.8,47.5
2017-18,62877,SAN JUAN,SAN JUAN,Republica de Colombia,0,superior,0,298,243,0.23,11.8,0,0,16.7
2017-18,63149,SAN JUAN,SAN JUAN,Republica del Peru,0,intermedia,0,190,201,-0.05,30.4,9.6,31.5,15
2017-18,64949,SAN JUAN,CAROLINA,Roberto Clemente,0,elemental,0,333,211,0.58,35.2,40.3,14.6,74.3
2017-18,75739,SAN JUAN,GUAYNABO,Rosalina C Martinez,0,interlocking,0,378,310,0.22,20.7,3,17.2,11.4
2017-18,62174,SAN JUAN,CAROLINA,Rvdo Felix Castro Rodriguez,0,intermedia,0,365,388,-0.06,49.4,3.9,42.1,37.4
2017-18,62919,SAN JUAN,SAN JUAN,Sabana Llana,0,intermedia,1,178,144,0.24,13,1,3,18
2017-18,60442,SAN JUAN,CAROLINA,Salvador Brau,0,superior,0,290,243,0.19,30.4,4.4,18.9,42.5
2017-18,62927,SAN JUAN,SAN JUAN,San Agustin,0,elemental,0,329,286,0.15,38.9,61.1,28,68.3
2017-18,64410,SAN JUAN,SAN JUAN,San Martin (Angeles Pastor),0,elemental,0,206,243,-0.15,39,44.2,35.6,45
